samAccountName,distinguishedName,displayName,userPrincipalName,enabled,lastLogonTimestamp,memberOf,description
ctr.samantha.huang,"CN=Samantha Huang,OU=Contractors,DC=northwind,DC=local",Samantha Huang,samantha.huang@contractor.northwindmaterials.com,TRUE,134296514416262912,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
kaitlin.berger,"CN=Kaitlin Berger,OU=Manufacturing,DC=northwind,DC=local",Kaitlin Berger,kaitlin.berger@northwindmaterials.com,TRUE,134279883866755200,All-Employees;Manufacturing-All,Line Supervisor - Manufacturing
shirley.yu,"CN=Shirley Yu,OU=SupplyChain,DC=northwind,DC=local",Shirley Yu,shirley.yu@northwindmaterials.com,TRUE,134306090225692896,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
kevin.ortiz,"CN=Kevin Ortiz,OU=Finance,DC=northwind,DC=local",Kevin Ortiz,kevin.ortiz@northwindmaterials.com,TRUE,134276287985088960,All-Employees;Finance-All,Financial Analyst - Finance
mathew.aguilar,"CN=Mathew Aguilar,OU=Finance,DC=northwind,DC=local",Mathew Aguilar,mathew.aguilar@northwindmaterials.com,TRUE,134299388377065376,All-Employees;Finance-All,Accountant - Finance
shane.glass,"CN=Shane Glass,OU=Finance,DC=northwind,DC=local",Shane Glass,shane.glass@northwindmaterials.com,TRUE,134258136950181536,All-Employees;Finance-All,AP Specialist - Finance
amber.blair,"CN=Amber Blair,OU=SupplyChain,DC=northwind,DC=local",Amber Blair,amber.blair@northwindmaterials.com,TRUE,134293201339714528,All-Employees;Supply-Chain-All,"Manager, Supply Chain - Supply Chain"
amy.morris,"CN=Amy Morris,OU=CustomerSuccess,DC=northwind,DC=local",Amy Morris,amy.morris@northwindmaterials.com,TRUE,134286461694166608,All-Employees;Customer-Success-All,Support Specialist - Customer Success
christopher.jackson,"CN=Christopher Jackson,OU=QualityAssurance,DC=northwind,DC=local",Christopher Jackson,christopher.jackson@northwindmaterials.com,TRUE,134277442249381328,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
thomas.hall,"CN=Thomas Hall,OU=InformationTechnology,DC=northwind,DC=local",Thomas Hall,thomas.hall@northwindmaterials.com,TRUE,134260708103507984,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
terri.miller,"CN=Terri Miller,OU=SupplyChain,DC=northwind,DC=local",Terri Miller,terri.miller@northwindmaterials.com,TRUE,134261389627605776,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
robin.wood,"CN=Robin Wood,OU=SupplyChain,DC=northwind,DC=local",Robin Wood,robin.wood@northwindmaterials.com,TRUE,134294605205968240,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
john.kim,"CN=John Kim,OU=QualityAssurance,DC=northwind,DC=local",John Kim,john.kim@northwindmaterials.com,TRUE,134299668764836128,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
brian.gutierrez,"CN=Brian Gutierrez,OU=Finance,DC=northwind,DC=local",Brian Gutierrez,brian.gutierrez@northwindmaterials.com,TRUE,134306480800124800,All-Employees;Finance-All,Accountant - Finance
john.walsh,"CN=John Walsh,OU=HumanResources,DC=northwind,DC=local",John Walsh,john.walsh@northwindmaterials.com,TRUE,134321324122856800,All-Employees;Human-Resources-All,HR Generalist - Human Resources
amy.adkins,"CN=Amy Adkins,OU=InformationTechnology,DC=northwind,DC=local",Amy Adkins,amy.adkins@northwindmaterials.com,TRUE,134293786912705328,All-Employees;Information-Technology-All,"Manager, Information Technology - Information Technology"
william.clark,"CN=William Clark,OU=SupplyChain,DC=northwind,DC=local",William Clark,william.clark@northwindmaterials.com,TRUE,134250505993010000,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
sylvia.hill,"CN=Sylvia Hill,OU=CustomerSuccess,DC=northwind,DC=local",Sylvia Hill,sylvia.hill@northwindmaterials.com,TRUE,134266317107006608,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
mario.padilla,"CN=Mario Padilla,OU=SupplyChain,DC=northwind,DC=local",Mario Padilla,mario.padilla@northwindmaterials.com,FALSE,134309570577900176,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
christine.brock,"CN=Christine Brock,OU=CustomerSuccess,DC=northwind,DC=local",Christine Brock,christine.brock@northwindmaterials.com,TRUE,134288561346142048,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
justin.ortiz,"CN=Justin Ortiz,OU=SupplyChain,DC=northwind,DC=local",Justin Ortiz,justin.ortiz@northwindmaterials.com,TRUE,134300796154896336,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
debra.mack,"CN=Debra Mack,OU=Legal,DC=northwind,DC=local",Debra Mack,debra.mack@northwindmaterials.com,TRUE,134303686686195872,All-Employees;Legal-All,Compliance Analyst - Legal
tyler.clark,"CN=Tyler Clark,OU=Finance,DC=northwind,DC=local",Tyler Clark,tyler.clark@northwindmaterials.com,TRUE,134271135112231632,All-Employees;Finance-All,Financial Analyst - Finance
madison.evans,"CN=Madison Evans,OU=Finance,DC=northwind,DC=local",Madison Evans,madison.evans@northwindmaterials.com,TRUE,134326305240539024,All-Employees;Finance-All,Financial Analyst - Finance
tiffany.mason,"CN=Tiffany Mason,OU=SupplyChain,DC=northwind,DC=local",Tiffany Mason,tiffany.mason@northwindmaterials.com,TRUE,134303971680486160,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
catherine.garcia,"CN=Catherine Garcia,OU=Engineering,DC=northwind,DC=local",Catherine Garcia,catherine.garcia@northwindmaterials.com,TRUE,134295015194707296,All-Employees;Engineering-All,Senior Software Engineer - Engineering
linda.mitchell,"CN=Linda Mitchell,OU=CustomerSuccess,DC=northwind,DC=local",Linda Mitchell,linda.mitchell@northwindmaterials.com,TRUE,134272813389692848,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
maria.prince,"CN=Maria Prince,OU=Legal,DC=northwind,DC=local",Maria Prince,maria.prince@northwindmaterials.com,TRUE,134281162265808848,All-Employees;Legal-All,Compliance Analyst - Legal
christopher.davis,"CN=Christopher Davis,OU=SupplyChain,DC=northwind,DC=local",Christopher Davis,christopher.davis@northwindmaterials.com,TRUE,134290047076871376,All-Employees;Supply-Chain-All,Director of Supply Chain - Supply Chain
jessica.costa,"CN=Jessica Costa,OU=Legal,DC=northwind,DC=local",Jessica Costa,jessica.costa@northwindmaterials.com,TRUE,134260985800508752,All-Employees;Legal-All,Compliance Analyst - Legal
jessica.stanley,"CN=Jessica Stanley,OU=Operations,DC=northwind,DC=local",Jessica Stanley,jessica.stanley@northwindmaterials.com,FALSE,134284494509471264,All-Employees;Operations-All,Logistics Coordinator - Operations
rodney.mcneil,"CN=Rodney Mcneil,OU=QualityAssurance,DC=northwind,DC=local",Rodney Mcneil,rodney.mcneil@northwindmaterials.com,FALSE,134257324055813008,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
matthew.clayton,"CN=Matthew Clayton,OU=Manufacturing,DC=northwind,DC=local",Matthew Clayton,matthew.clayton@northwindmaterials.com,TRUE,134258892701432128,All-Employees;Manufacturing-All,Line Supervisor - Manufacturing
andrea.daniels,"CN=Andrea Daniels,OU=Manufacturing,DC=northwind,DC=local",Andrea Daniels,andrea.daniels@northwindmaterials.com,TRUE,134265805310432432,All-Employees;Manufacturing-All;Plant-Ops-Leads,Production Associate - Manufacturing
brian.shaw,"CN=Brian Shaw,OU=QualityAssurance,DC=northwind,DC=local",Brian Shaw,brian.shaw@northwindmaterials.com,FALSE,134285686081916528,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
darrell.bell,"CN=Darrell Bell,OU=Engineering,DC=northwind,DC=local",Darrell Bell,darrell.bell@northwindmaterials.com,TRUE,134321485444496176,All-Employees;Engineering-All,Software Engineer - Engineering
wendy.dawson,"CN=Wendy Dawson,OU=Engineering,DC=northwind,DC=local",Wendy Dawson,wendy.dawson@northwindmaterials.com,TRUE,134259198546369888,All-Employees;Engineering-All,Software Engineer - Engineering
theresa.jones,"CN=Theresa Jones,OU=InformationTechnology,DC=northwind,DC=local",Theresa Jones,theresa.jones@northwindmaterials.com,TRUE,134295581080072080,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
stephanie.brown,"CN=Stephanie Brown,OU=Manufacturing,DC=northwind,DC=local",Stephanie Brown,stephanieb@northwindmaterials.com,TRUE,134298015496250400,All-Employees;Manufacturing-All,Production Associate - Manufacturing
diane.miller,"CN=Diane Miller,OU=Manufacturing,DC=northwind,DC=local",Diane Miller,diane.miller@northwindmaterials.com,TRUE,134254227016866112,All-Employees;Manufacturing-All;Plant-Ops-Leads,Line Supervisor - Manufacturing
ctr.mary.myers,"CN=Mary Myers,OU=Contractors,DC=northwind,DC=local",Mary Myers,mary.myers@contractor.northwindmaterials.com,TRUE,134287691033812736,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
justin.gallegos,"CN=Justin Gallegos,OU=SupplyChain,DC=northwind,DC=local",Justin Gallegos,justin.gallegos@northwindmaterials.com,TRUE,134303653587157104,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
john.durham,"CN=John Durham,OU=Engineering,DC=northwind,DC=local",John Durham,john.durham@northwindmaterials.com,TRUE,134273119971230608,All-Employees;Engineering-All,Software Engineer - Engineering
melissa.ashley,"CN=Melissa Ashley,OU=Engineering,DC=northwind,DC=local",Melissa Ashley,melissa.ashley@northwindmaterials.com,TRUE,134275066922881184,All-Employees;Engineering-All,QA Engineer - Engineering
mark.jackson,"CN=Mark Jackson,OU=SupplyChain,DC=northwind,DC=local",Mark Jackson,mark.jackson@northwindmaterials.com,TRUE,134251152795593376,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
kimberly.reed,"CN=Kimberly Reed,OU=QualityAssurance,DC=northwind,DC=local",Kimberly Reed,kimberly.reed@northwindmaterials.com,TRUE,134253965020162800,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
christopher.caldwell,"CN=Christopher Caldwell,OU=QualityAssurance,DC=northwind,DC=local",Christopher Caldwell,christopher.caldwell@northwindmaterials.com,TRUE,134257160292370352,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
chad.welch,"CN=Chad Welch,OU=Finance,DC=northwind,DC=local",Chad Welch,chad.welch@northwindmaterials.com,TRUE,134312489903946512,All-Employees;Finance-All,"Manager, Finance - Finance"
michael.smith,"CN=Michael Smith,OU=InformationTechnology,DC=northwind,DC=local",Michael Smith,michael.smith@northwindmaterials.com,FALSE,134299689135842640,All-Employees;Information-Technology-All,Network Engineer - Information Technology
angela.hurley,"CN=Angela Hurley,OU=Engineering,DC=northwind,DC=local",Angela Hurley,angela.hurley@northwindmaterials.com,TRUE,134284381977434768,All-Employees;Engineering-All,DevOps Engineer - Engineering
audrey.nichols,"CN=Audrey Nichols,OU=Finance,DC=northwind,DC=local",Audrey Nichols,audrey.nichols@northwindmaterials.com,TRUE,134294975946908416,All-Employees;Finance-All,Financial Analyst - Finance
alyssa.williams,"CN=Alyssa Williams,OU=QualityAssurance,DC=northwind,DC=local",Alyssa Williams,alyssa.williams@northwindmaterials.com,TRUE,134252100804211872,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
michael.parrish,"CN=Michael Parrish,OU=Legal,DC=northwind,DC=local",Michael Parrish,michael.parrish@northwindmaterials.com,TRUE,134292747238337616,All-Employees;Legal-All,Paralegal - Legal
steven.campbell,"CN=Steven Campbell,OU=SupplyChain,DC=northwind,DC=local",Steven Campbell,steven.campbell@northwindmaterials.com,TRUE,134314944276376784,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
christopher.mack,"CN=Christopher Mack,OU=QualityAssurance,DC=northwind,DC=local",Christopher Mack,christopher.mack@northwindmaterials.com,TRUE,134276472377455584,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
malik.turner,"CN=Malik Turner,OU=SupplyChain,DC=northwind,DC=local",Malik Turner,malik.turner@northwindmaterials.com,TRUE,134314029326176464,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
maria.rivera,"CN=Maria Rivera,OU=QualityAssurance,DC=northwind,DC=local",Maria Rivera,maria.rivera@northwindmaterials.com,TRUE,134305669794020416,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
thomas.sandoval,"CN=Thomas Sandoval,OU=CustomerSuccess,DC=northwind,DC=local",Thomas Sandoval,thomas.sandoval@northwindmaterials.com,TRUE,134306142739786992,All-Employees;Customer-Success-All,Support Specialist - Customer Success
matthew.davis,"CN=Matthew Davis,OU=Manufacturing,DC=northwind,DC=local",Matthew Davis,matthew.davis@northwindmaterials.com,TRUE,134254641426248736,All-Employees;Manufacturing-All;Plant-Ops-Leads,Line Supervisor - Manufacturing
katrina.smith,"CN=Katrina Smith,OU=InformationTechnology,DC=northwind,DC=local",Katrina Smith,katrina.smith@northwindmaterials.com,TRUE,134258456727477648,All-Employees;Information-Technology-All,Network Engineer - Information Technology
susan.thomas,"CN=Susan Thomas,OU=InformationTechnology,DC=northwind,DC=local",Susan Thomas,susan.thomas@northwindmaterials.com,TRUE,134283252741629136,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
aaron.hayes,"CN=Aaron Hayes,OU=InformationTechnology,DC=northwind,DC=local",Aaron Hayes,aaron.hayes@northwindmaterials.com,TRUE,134322841451640496,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
jeremy.johnson,"CN=Jeremy Johnson,OU=Engineering,DC=northwind,DC=local",Jeremy Johnson,jeremy.johnson@northwindmaterials.com,TRUE,134324839826262480,All-Employees;Engineering-All,Director of Engineering - Engineering
david.taylor,"CN=David Taylor,OU=SupplyChain,DC=northwind,DC=local",David Taylor,david.taylor@northwindmaterials.com,TRUE,134294918488648144,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
kevin.rasmussen,"CN=Kevin Rasmussen,OU=Finance,DC=northwind,DC=local",Kevin Rasmussen,kevin.rasmussen@northwindmaterials.com,TRUE,134320152976982848,All-Employees;Finance-All,Financial Analyst - Finance
dawn.johnson,"CN=Dawn Johnson,OU=QualityAssurance,DC=northwind,DC=local",Dawn Johnson,dawn.johnson@northwindmaterials.com,TRUE,134312524811695344,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
frank.gray,"CN=Frank Gray,OU=HumanResources,DC=northwind,DC=local",Frank Gray,frank.gray@northwindmaterials.com,TRUE,134293247705255968,All-Employees;Human-Resources-All,Director of Human Resources - Human Resources
michael.everett,"CN=Michael Everett,OU=InformationTechnology,DC=northwind,DC=local",Michael Everett,michael.everett@northwindmaterials.com,TRUE,134280246909112720,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
tracy.whitehead,"CN=Tracy Whitehead,OU=Manufacturing,DC=northwind,DC=local",Tracy Whitehead,tracy.whitehead@northwindmaterials.com,TRUE,134314947902573152,All-Employees;Manufacturing-All;Plant-Ops-Leads,"Manager, Manufacturing - Manufacturing"
leah.gregory,"CN=Leah Gregory,OU=SupplyChain,DC=northwind,DC=local",Leah Gregory,leah.gregory@northwindmaterials.com,TRUE,134296131018349072,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
jerry.smith,"CN=Jerry Smith,OU=SupplyChain,DC=northwind,DC=local",Jerry Smith,jerry.smith@northwindmaterials.com,TRUE,134271896020401120,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
frank.benton,"CN=Frank Benton,OU=Manufacturing,DC=northwind,DC=local",Frank Benton,frank.benton@northwindmaterials.com,TRUE,134282172026492544,All-Employees;Manufacturing-All,Production Associate - Manufacturing
lori.jones,"CN=Lori Jones,OU=SupplyChain,DC=northwind,DC=local",Lori Jones,lori.jones@northwindmaterials.com,TRUE,134262862140909584,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
ashley.jacobs,"CN=Ashley Jacobs,OU=Legal,DC=northwind,DC=local",Ashley Jacobs,ashley.jacobs@northwindmaterials.com,TRUE,134305901121762288,All-Employees;Legal-All,Paralegal - Legal
leah.norton,"CN=Leah Norton,OU=Manufacturing,DC=northwind,DC=local",Leah Norton,leah.norton@northwindmaterials.com,TRUE,134255869460175184,All-Employees;Manufacturing-All,Plant Technician - Manufacturing
rebecca.powers,"CN=Rebecca Powers,OU=QualityAssurance,DC=northwind,DC=local",Rebecca Powers,rebecca.powers@northwindmaterials.com,TRUE,134285293506588080,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
michelle.mccarty,"CN=Michelle Mccarty,OU=Finance,DC=northwind,DC=local",Michelle Mccarty,michelle.mccarty@northwindmaterials.com,TRUE,134305095083447424,All-Employees;Finance-All,AP Specialist - Finance
brent.gray,"CN=Brent Gray,OU=SupplyChain,DC=northwind,DC=local",Brent Gray,brent.gray@northwindmaterials.com,TRUE,134305051215965632,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
cody.chang,"CN=Cody Chang,OU=SupplyChain,DC=northwind,DC=local",Cody Chang,cody.chang@northwindmaterials.com,TRUE,134306992518256640,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
thomas.soto,"CN=Thomas Soto,OU=SupplyChain,DC=northwind,DC=local",Thomas Soto,thomas.soto@northwindmaterials.com,TRUE,134319604362732240,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
jennifer.jackson,"CN=Jennifer Jackson,OU=InformationTechnology,DC=northwind,DC=local",Jennifer Jackson,jennifer.jackson@northwindmaterials.com,TRUE,134320320062367408,All-Employees;Information-Technology-All,Network Engineer - Information Technology
craig.wise,"CN=Craig Wise,OU=Finance,DC=northwind,DC=local",Craig Wise,craig.wise@northwindmaterials.com,TRUE,134264449725504944,All-Employees;Finance-All,Accountant - Finance
dorothy.campbell,"CN=Dorothy Campbell,OU=SupplyChain,DC=northwind,DC=local",Dorothy Campbell,dorothy.campbell@northwindmaterials.com,TRUE,134267883475567104,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
